"SYMBOL_CODE","Date","TRADE_VOLUME","TRADE_VALUE","TRADE_COUNT","Open","HIGH_PRICE","LOW_PRICE","Close"
"EGS33041C012",02/25/13 12:00 AM,2766,62351.45,7,22.51,22.56,22.5,22.54
"EGS33041C012",02/26/13 12:00 AM,13440,302481.08,21,22.55,22.7,22.3,22.51
"EGS33041C012",02/27/13 12:00 AM,10070,225486.06,15,22.23,22.96,22.23,22.39
"EGS33041C012",02/28/13 12:00 AM,10908,243585.43,30,22.12,22.48,22,22.33
"EGS33041C012",03/03/13 12:00 AM,5250,118101.05,5,22.5,22.85,22.4,22.5
"EGS33041C012",03/04/13 12:00 AM,2322,51817.24,14,22.45,22.45,21.53,22.32
"EGS33041C012",03/05/13 12:00 AM,2990,64885.38,14,22.4,22.4,21.5,21.7
"EGS33041C012",03/06/13 12:00 AM,7394,160114.81,20,21.06,22,21.06,21.65
"EGS33041C012",03/07/13 12:00 AM,149873,3295499.8,83,22,22.1,21.92,21.99
"EGS33041C012",03/10/13 12:00 AM,5852,129757.6,9,22,22.5,22,22.17
"EGS33041C012",03/11/13 12:00 AM,1381,30394,8,22.4,22.4,22,22.01
"EGS33041C012",03/12/13 12:00 AM,3070,67700,4,22.4,22.4,22,22.05
"EGS33041C012",03/13/13 12:00 AM,1361,29956.5,5,22.3,22.3,21.99,22.01
"EGS33041C012",03/14/13 12:00 AM,14059,302913.72,13,21.99,21.99,21.5,21.55
"EGS33041C012",03/17/13 12:00 AM,1624,34414.8,12,21.6,21.6,20.95,21.19
"EGS33041C012",03/18/13 12:00 AM,24850,522090.2,32,21.01,21.25,21,21.01
"EGS33041C012",03/19/13 12:00 AM,41820,876751.65,40,21,21.22,20.5,20.96
"EGS33041C012",03/20/13 12:00 AM,18639,377774.73,22,20.52,21,20,20.27
"EGS33041C012",03/21/13 12:00 AM,49261,1034392.75,33,20.99,21.2,20.65,21
"EGS33041C012",03/24/13 12:00 AM,35166,738438.3,8,20.35,21.44,20.35,21
"EGS33041C012",03/25/13 12:00 AM,37530,791666,21,21.44,21.44,21,21.09
"EGS33041C012",03/26/13 12:00 AM,6950,148987.3,13,21.43,21.5,21.25,21.44
"EGS33041C012",03/27/13 12:00 AM,23126,503457.14,37,21.25,21.9,21.25,21.77
"EGS33041C012",03/28/13 12:00 AM,46528,1025548.94,69,21.15,22.5,21.15,22.04
"EGS33041C012",03/31/13 12:00 AM,250,5284.5,2,21.01,21.17,21.01,22.04
"EGS33041C012",04/01/13 12:00 AM,250,5467,2,22.06,22.06,21.1,22.04
"EGS33041C012",04/02/13 12:00 AM,9900,211050.1,23,21.26,22,21.15,21.32
"EGS33041C012",04/03/13 12:00 AM,38243,822183.7,13,21.2,21.5,21.2,21.5
"EGS33041C012",04/04/13 12:00 AM,82267,1810335.3,55,21.4,22.47,21.4,22.01
"EGS33041C012",04/07/13 12:00 AM,242,5205.42,1,21.51,21.51,21.51,22.01
"EGS33041C012",04/08/13 12:00 AM,1326,29621.15,6,22.46,22.46,21.7,22.34
"EGS33041C012",04/09/13 12:00 AM,44652,1000243.8,88,22.41,22.42,22.39,22.4
"EGS33041C012",04/10/13 12:00 AM,1950,43927.79,8,22.4,22.74,22.4,22.53
"EGS33041C012",04/11/13 12:00 AM,11083,246061.9,14,21.21,22.79,21.2,22.2
"EGS33041C012",04/14/13 12:00 AM,2577,58540.04,10,22.4,22.78,22.4,22.72
"EGS33041C012",04/15/13 12:00 AM,1354,30599.86,4,22.59,22.6,22.59,22.6
"EGS33041C012",04/16/13 12:00 AM,2531,56669.33,11,22.31,22.97,22.11,22.39
"EGS33041C012",04/17/13 12:00 AM,18000,402005.2,15,22.5,22.5,22,22.33
"EGS33041C012",04/18/13 12:00 AM,508,11536.58,3,21.76,22.73,21.76,22.71
"EGS33041C012",04/21/13 12:00 AM,4076,92293.76,4,21.76,22.72,21.76,22.64
"EGS33041C012",04/22/13 12:00 AM,13000,295089.24,15,22.59,22.79,22.59,22.7
"EGS33041C012",04/23/13 12:00 AM,17429,395083.85,21,22.6,22.85,22.4,22.67
"EGS33041C012",04/24/13 12:00 AM,51808,1081119.3,46,21.25,21.25,20.5,20.87
"EGS33041C012",04/28/13 12:00 AM,23791,473563.95,47,20.42,20.42,19.52,19.91
"EGS33041C012",04/29/13 12:00 AM,25129,534799.81,52,20.82,21.9,20.82,21.28
"EGS33041C012",04/30/13 12:00 AM,9322,194420.5,21,20.71,21,20.7,20.86
"EGS33041C012",05/02/13 12:00 AM,10571,225910.18,23,21.1,21.5,20.61,21.37
"EGS33041C012",05/08/13 12:00 AM,9533,203228.97,24,20.75,21.6,20.75,21.32
"EGS33041C012",05/09/13 12:00 AM,6108,130482.46,12,21,21.55,21,21.36
